rank,candidate_id,score,judge_tier,judge_note,title,company,yoe,location,open_to_work,last_active,response_rate,notice_days,willing_relocate,github,saved_30d,apps_30d,core_score,ce_score,rrf_score,retrieval_search,vector_db_hybrid,eval_framework,ltr_reranking,llm_integration,python_coding,sys_experience_score,product_ratio,experience_recency,depth_signal,ninety_day_alignment,wrong_domain,research_only,suspicious,honeypot_score,is_ghost,roles,current_description,relevant_skills,submission_reasoning
44,CAND_0068932,46.978298,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,ML Engineer,Krutrim,5.2,"Noida, Uttar Pradesh",True,2026-05-26,0.82,30,True,70.5,26,10,51.18,30.17,0.011279757799508922,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*ML Engineer @ Krutrim [45m] | Computer Vision Engineer @ Vedantu [16m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Milvus(intermediate,16m); RAG(advanced,28m); OpenSearch(advanced,44m)",ML Engineer at Krutrim with 5.2 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Also demonstrates capabilities in Retrieval Systems.
45,CAND_0096104,46.917153,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Specialist,Yellow.ai,7.0,"Delhi, Delhi",True,2026-05-07,0.33,30,False,72.0,2,6,51.18,44.84,0.004110410420758813,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*AI Specialist @ Yellow.ai [46m] | Junior ML Engineer @ Paytm [37m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","BM25(intermediate,16m); Pinecone(intermediate,28m); Semantic Search(intermediate,16m)",AI Specialist at Yellow.ai with 7.0 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Also demonstrates capabilities in Retrieval Systems.
46,CAND_0060054,46.916856,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Engineer,Mad Street Den,6.4,"Jaipur, Rajasthan",False,2026-03-17,0.86,15,True,-1.0,39,3,65.12,84.12,0.03042597953367345,2.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.6444,False,False,False,0.0,False,*AI Engineer @ Mad Street Den [31m] | Recommendation Systems Engineer @ Zomato [24m] | AI Engineer @ Uber [21m],"Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, valid","Weaviate(advanced,18m); FAISS(advanced,59m); Elasticsearch(expert,53m); Semantic Search(expert,70m); Recommendation Systems(expert,87m)","AI Engineer at Mad Street Den with 6.4 years of experience: Strong evidence in Learning-to-Rank and Reranking, specifically: 'ce judgments. Built a content recommendation system serving 10M+ users that c...'. Also demonstrates capabilities in Retrieval Systems. Note: Located in Jaipur, Rajasthan, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
47,CAND_0083307,46.889052,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Search Engineer,CRED,7.8,"Vizag, Andhra Pradesh",True,2026-03-21,0.7,120,False,69.2,28,22,56.47,81.94,0.03691751826920788,2.0,2.0,2.0,2.0,2.0,2.0,0.5,1.0,0.3,1.0,0.8533,False,False,False,0.0,False,*Search Engineer @ CRED [20m] | Machine Learning Engineer @ Netflix [51m] | Machine Learning Engineer @ Ola [14m] | NLP Engineer @ Saarthi.ai [7m],"Implemented a RAG-based customer support chatbot integrated with our existing ticketing system. Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Designed the evaluation framework with both automatic metrics (BLEU, ROUGE) and human-in-the-loop quality scores. Deploy","Embeddings(expert,83m); QLoRA(expert,36m); Pinecone(expert,76m); Weaviate(expert,64m); Semantic Search(advanced,57m); Python(expert,88m); Vector Search(expert,81m); pgvector(expert,60m)","Search Engineer at CRED with 7.8 years of experience: Profile-text evidence in Retrieval Systems: 'over the prior Elasticsearch BM25 setup, validated through human relevance ju...'. Also demonstrates capabilities in Vector Search Infrastructure. Note: Located in Vizag, Andhra Pradesh, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
48,CAND_0081053,46.490413,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,NLP Engineer,Glance,5.4,"Chandigarh, Chandigarh",True,2026-03-31,0.83,90,True,77.7,40,3,59.97,46.07,0.02788637050138517,2.0,2.0,0.0,2.0,1.5,1.0,1.0,1.0,0.5,0.5,0.5556,False,False,False,0.0,False,*NLP Engineer @ Glance [22m] | Machine Learning Engineer @ Salesforce [42m],"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. My main project was a churn prediction model that's now used by the customer success team to prioritize outreach. Designed the model monitoring stack: data drift detection, prediction distribution checks, and alerting. Mentored a junior engineer through their first end-to-end ML","LoRA(expert,52m); QLoRA(expert,39m); Qdrant(advanced,50m); pgvector(expert,44m); Semantic Search(expert,84m); Weaviate(expert,77m); OpenSearch(expert,36m)","NLP Engineer at Glance with 5.4 years of experience: Profile-text evidence in Retrieval Systems: 'ity (via sentence-transformer embeddings) for cold starts and a gradient-boos...'. Also demonstrates capabilities in Vector Search Infrastructure. Note: Located in Chandigarh, Chandigarh, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
49,CAND_0070525,46.099498,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Senior Software Engineer (ML),Mad Street Den,5.4,"Hyderabad, Telangana",True,2026-05-25,0.93,45,False,18.4,32,16,50.66,49.28,0.00702744999910054,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.4667,False,False,False,0.0,False,*Senior Software Engineer (ML) @ Mad Street Den [34m] | Senior Software Engineer (ML) @ Wysa [30m],"Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. Started with sklearn-based bag-of-words models, then moved to transformer-based classifiers (DistilBERT) for the harder classes. Comfortable with PyTorch and Hugging Face but most of my training experience has been on small datasets and pre-trained model fine-tuning, not from-scratch model ","Recommendation Systems(advanced,53m); Python(advanced,19m); LLMs(advanced,32m); Embeddings(intermediate,18m)",Senior Software Engineer (ML) at Mad Street Den with 5.4 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Also demonstrates capabilities in Python Engineering.
50,CAND_0069905,44.870591,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Applied ML Engineer,Sarvam AI,6.6,"Bhubaneswar, Odisha",True,2026-04-21,0.78,90,True,44.8,57,18,52.23,61.51,0.025805080337445593,2.0,2.0,0.0,1.0,2.5,2.0,0.5,1.0,1.0,1.0,0.5556,False,False,False,0.0,False,*Applied ML Engineer @ Sarvam AI [26m] | Machine Learning Engineer @ Nykaa [13m] | Recommendation Systems Engineer @ Observe.AI [39m],"Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, valid","LoRA(expert,51m); Recommendation Systems(expert,75m); Python(expert,42m); Weaviate(expert,78m)","Applied ML Engineer at Sarvam AI with 6.6 years of experience: Profile-text evidence in LLM Integration & RAG: 'ance judgments. Implemented a RAG-based customer support chatbot integrated w...'. Also demonstrates capabilities in Retrieval Systems. Note: Located in Bhubaneswar, Odisha, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
51,CAND_0077285,44.634677,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Recommendation Systems Engineer,Nykaa,5.5,"Ahmedabad, Gujarat",True,2026-05-03,0.56,60,False,75.6,65,9,68.5,51.8,0.033167963650837046,2.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6444,False,False,False,0.0,False,*Recommendation Systems Engineer @ Nykaa [42m] | Applied ML Engineer @ Netflix [15m] | AI Engineer @ upGrad [8m],"Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item engagement history. Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Worked closely with PMs to define the optimization target (click-through vs. dwell","LoRA(expert,79m); Pinecone(advanced,51m); Embeddings(expert,46m); Information Retrieval(expert,58m); Fine-tuning LLMs(expert,87m); Milvus(advanced,57m); FAISS(advanced,20m)","Recommendation Systems Engineer at Nykaa with 5.5 years of experience: Strong evidence in Learning-to-Rank and Reranking, specifically: 'Trained and shipped multiple ranking models for our product's discovery feed ...'. Behavioral signals: 60-day notice (buyout possible). Note: Frequent title changes noted across recent roles. Located in Ahmedabad, Gujarat, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
52,CAND_0053605,44.102446,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Senior Software Engineer (ML),Verloop.io,6.9,"Noida, Uttar Pradesh",True,2026-05-22,0.88,30,False,-1.0,26,12,53.23,55.01,0.015134240157315598,1.5,1.5,0.0,2.0,1.0,2.0,1.0,0.5366,1.0,0.5,0.4184,False,False,False,0.0,False,*Senior Software Engineer (ML) @ Verloop.io [44m] | ML Engineer @ TCS [38m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","pgvector(advanced,50m); Semantic Search(advanced,37m); RAG(advanced,54m); BM25(intermediate,11m)",Senior Software Engineer (ML) at Verloop.io with 6.9 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: strong recruiter response rate (88%); 30-day notice.
53,CAND_0060340,43.884156,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Computer Vision Engineer,Wysa,6.1,"Coimbatore, Tamil Nadu",True,2026-05-25,0.54,45,False,34.4,23,3,55.86,40.68,0.010432418169231978,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*Computer Vision Engineer @ Wysa [13m] | Junior ML Engineer @ CRED [34m] | ML Engineer @ PharmEasy [25m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","RAG(advanced,36m); LoRA(intermediate,36m); pgvector(advanced,59m)","Computer Vision Engineer at Wysa with 6.1 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 45-day notice (buyout possible). Note: Located in Coimbatore, Tamil Nadu, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
54,CAND_0004402,42.354103,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Research Engineer,Yellow.ai,6.0,"Delhi, Delhi",True,2026-05-25,0.83,60,False,-1.0,27,15,52.23,74.76,0.012460416722956256,1.0,1.0,0.0,2.0,1.0,2.5,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*AI Research Engineer @ Yellow.ai [32m] | Data Scientist @ Zomato [39m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","OpenSearch(intermediate,34m); PyTorch(advanced,32m); Qdrant(intermediate,24m); Fine-tuning LLMs(intermediate,18m)",AI Research Engineer at Yellow.ai with 6.0 years of experience: Profile-text evidence in Python Engineering: 'mage moderation feature using PyTorch — fine-tuned ResNet variants on a label...'. Behavioral signals: strong recruiter response rate (83%); 60-day notice (buyout possible).
55,CAND_0015967,42.212598,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Senior Software Engineer (ML),Razorpay,5.4,"Hyderabad, Telangana",True,2026-05-13,0.45,30,True,26.1,3,4,54.86,46.01,0.00890625121185107,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*Senior Software Engineer (ML) @ Razorpay [42m] | AI Research Engineer @ CRED [15m] | Computer Vision Engineer @ Locobuzz [7m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","QLoRA(intermediate,36m); Pinecone(intermediate,21m); Semantic Search(intermediate,26m); LLMs(advanced,31m); Embeddings(intermediate,30m)",Senior Software Engineer (ML) at Razorpay with 5.4 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 30-day notice. Note: Frequent title changes noted across recent roles.
56,CAND_0060257,42.186339,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Specialist,Paytm,5.8,"Gurgaon, Haryana",True,2026-04-12,0.57,60,False,49.7,31,7,49.32,42.4,0.003971024507534529,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.5,0.5,0.4667,False,False,False,0.0,False,*AI Specialist @ Paytm [39m] | AI Research Engineer @ CRED [30m],"Worked on customer-facing predictive modeling for an e-commerce platform — churn prediction, conversion likelihood, lifetime value estimation. Used scikit-learn and XGBoost; main models were gradient-boosted trees with ~80 hand-engineered features. The work was split roughly 60/40 between modeling and data prep / SQL. The churn model is now used by the retention team, though my role was more on the modeling side than","Recommendation Systems(advanced,36m); Vector Search(advanced,39m); Milvus(intermediate,36m); OpenSearch(advanced,51m); Weaviate(intermediate,32m)",AI Specialist at Paytm with 5.8 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 60-day notice (buyout possible).
57,CAND_0052682,42.182098,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,NLP Engineer,Aganitha,6.6,"Vizag, Andhra Pradesh",True,2026-03-28,0.88,30,False,72.4,16,21,51.25,40.24,0.011395235162633948,2.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5556,False,False,False,0.0,False,*NLP Engineer @ Aganitha [46m] | NLP Engineer @ Salesforce [32m],Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. The launch improved 7-day retent,"QLoRA(expert,76m); Semantic Search(expert,89m); FAISS(expert,76m); PyTorch(expert,43m); LLMs(expert,55m); Python(expert,81m); Embeddings(expert,50m); Fine-tuning LLMs(expert,68m)","NLP Engineer at Aganitha with 6.6 years of experience: Profile-text evidence in Retrieval Systems: 'OpenAI embeddings, storing in Pinecone) and the answer-generation layer (init...'. Behavioral signals: strong recruiter response rate (88%); 30-day notice. Note: Located in Vizag, Andhra Pradesh, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
58,CAND_0045862,42.068951,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Specialist,Yellow.ai,6.7,"Jaipur, Rajasthan",True,2026-02-24,0.54,90,False,58.9,16,16,54.86,52.12,0.004610787723352724,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*AI Specialist @ Yellow.ai [19m] | Computer Vision Engineer @ Paytm [15m] | Computer Vision Engineer @ PolicyBazaar [19m] | Data Scientist @ Unacademy [26m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Recommendation Systems(advanced,46m); Fine-tuning LLMs(intermediate,26m); Vector Search(advanced,29m); LoRA(advanced,18m)","AI Specialist at Yellow.ai with 6.7 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 90-day notice (significant barrier). Note: Located in Jaipur, Rajasthan, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
59,CAND_0095528,41.997643,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Senior Data Scientist,Netflix,5.3,"Indore, Madhya Pradesh",True,2026-05-03,0.55,45,False,-1.0,25,16,66.28,41.94,0.02498851649063418,2.5,2.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6444,False,False,False,0.0,False,*Senior Data Scientist @ Netflix [33m] | Recommendation Systems Engineer @ Adobe [30m],Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The system uses item-item similarity (via sentence-transformer embeddings) for cold starts and a gradient-boosted model trained on engagement signals for warm users. Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. The launch improved 7-day retent,"OpenSearch(advanced,46m); PyTorch(expert,45m); Semantic Search(expert,64m); Vector Search(expert,54m); pgvector(expert,60m); Qdrant(expert,50m); Elasticsearch(expert,66m); Fine-tuning LLMs(expert,54m); Python(advanced,55m); RAG(expert,63m)","Senior Data Scientist at Netflix with 5.3 years of experience: Profile-text evidence in Retrieval Systems: 'ity (via sentence-transformer embeddings) for cold starts and a gradient-boos...'. Behavioral signals: 45-day notice (buyout possible). Note: Located in Indore, Madhya Pradesh, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
60,CAND_0073883,41.916379,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Specialist,Krutrim,5.3,"Chandigarh, Chandigarh",True,2026-05-24,0.92,90,True,65.6,42,18,53.36,44.02,0.0034087671852987894,1.0,1.0,0.0,2.0,1.5,2.0,1.0,1.0,0.5,0.5,0.4667,False,False,False,0.0,False,*AI Specialist @ Krutrim [13m] | AI Specialist @ Flipkart [26m] | Junior ML Engineer @ Razorpay [23m],"Worked on time-series forecasting models for supply-chain demand prediction at a logistics company. Built models in Prophet, LightGBM, and (for one project) a small LSTM — the LightGBM model ended up shipping. Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. The work was a mix of modeling, analysis, and stakeholder communication with the operations team.","Vector Search(intermediate,20m); Python(intermediate,20m); OpenSearch(intermediate,27m); FAISS(intermediate,14m)","AI Specialist at Krutrim with 5.3 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: strong recruiter response rate (92%); 90-day notice (significant barrier). Note: Located in Chandigarh, Chandigarh, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
61,CAND_0060835,41.707974,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Senior Software Engineer (ML),Sarvam AI,6.6,"Bangalore, Karnataka",True,2026-04-22,0.32,90,True,81.8,22,14,52.9,55.52,0.010826021927238718,1.5,1.5,0.0,2.0,0.0,1.5,1.0,1.0,0.5,0.5,0.5111,False,False,False,0.0,False,*Senior Software Engineer (ML) @ Sarvam AI [49m] | Computer Vision Engineer @ CRED [30m],"Worked on time-series forecasting models for supply-chain demand prediction at a logistics company. Built models in Prophet, LightGBM, and (for one project) a small LSTM — the LightGBM model ended up shipping. Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. The work was a mix of modeling, analysis, and stakeholder communication with the operations team.","PyTorch(advanced,32m); FAISS(advanced,44m); Weaviate(intermediate,34m); Embeddings(advanced,53m)","Senior Software Engineer (ML) at Sarvam AI with 6.6 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: low recruiter response rate (32%); 90-day notice (significant barrier). Note: Located in Bangalore, Karnataka, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
62,CAND_0014063,41.632997,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Specialist,Sarvam AI,5.4,"Vizag, Andhra Pradesh",True,2026-04-02,0.69,45,False,81.6,18,5,50.32,51.94,0.0035258346421811445,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,0.4667,False,False,False,0.0,False,*AI Specialist @ Sarvam AI [45m] | Data Scientist @ PhonePe [19m],"Worked on customer-facing predictive modeling for an e-commerce platform — churn prediction, conversion likelihood, lifetime value estimation. Used scikit-learn and XGBoost; main models were gradient-boosted trees with ~80 hand-engineered features. The work was split roughly 60/40 between modeling and data prep / SQL. The churn model is now used by the retention team, though my role was more on the modeling side than","LLMs(intermediate,9m); FAISS(advanced,45m); QLoRA(advanced,24m); BM25(advanced,39m)","AI Specialist at Sarvam AI with 5.4 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 45-day notice (buyout possible). Note: Located in Vizag, Andhra Pradesh, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
63,CAND_0025882,41.472469,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Senior Software Engineer (ML),Freshworks,5.6,"Chennai, Tamil Nadu",True,2026-05-10,0.79,45,True,34.7,14,1,47.23,50.93,0.007231159919626538,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.4394,0.5,1.0,0.3545,False,False,False,0.0,False,*Senior Software Engineer (ML) @ Freshworks [12m] | Junior ML Engineer @ HCL [37m] | Computer Vision Engineer @ Flipkart [17m],"Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. Set up the training pipeline (data loading, augmentation, evaluation) and the inference service. Most of my project work has been in CV; I'm now interested in transitioning toward NLP/LLM work but my professional experience there is limited.","FAISS(advanced,34m); Vector Search(intermediate,17m); LoRA(advanced,25m); Milvus(advanced,50m)","Senior Software Engineer (ML) at Freshworks with 5.6 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: strong recruiter response rate (79%); 45-day notice (buyout possible). Note: Located in Chennai, Tamil Nadu, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
64,CAND_0008517,41.395639,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Research Engineer,Locobuzz,5.6,"Noida, Uttar Pradesh",True,2026-03-25,0.8,120,True,11.7,13,12,48.85,74.3,0.021376437133142683,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.6462,0.5,0.5,0.3959,False,False,False,0.0,False,*AI Research Engineer @ Locobuzz [21m] | Data Scientist @ Dream11 [21m] | Junior ML Engineer @ Wipro [23m],"Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. Started with sklearn-based bag-of-words models, then moved to transformer-based classifiers (DistilBERT) for the harder classes. Comfortable with PyTorch and Hugging Face but most of my training experience has been on small datasets and pre-trained model fine-tuning, not from-scratch model ","LoRA(advanced,46m); Recommendation Systems(advanced,24m); Qdrant(intermediate,33m); PyTorch(advanced,19m)",AI Research Engineer at Locobuzz with 5.6 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: strong recruiter response rate (80%); 120-day notice (significant barrier).
65,CAND_0005509,41.22389,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Data Scientist,Ola,6.0,"Noida, Uttar Pradesh",True,2026-05-25,0.4,30,True,74.2,29,17,53.16,29.86,0.013334329313122588,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.4667,False,False,False,0.0,False,*Data Scientist @ Ola [28m] | AI Research Engineer @ Haptik [15m] | ML Engineer @ Sarvam AI [27m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Python(intermediate,33m); Fine-tuning LLMs(intermediate,13m); Qdrant(advanced,23m)",Data Scientist at Ola with 6.0 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 30-day notice.
66,CAND_0037160,41.186023,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Data Scientist,Haptik,6.0,"Mumbai, Maharashtra",True,2026-03-28,0.74,30,False,28.0,9,9,49.18,17.8,0.011710260696016196,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.7887,1.0,0.5,0.4244,False,False,False,0.0,False,*Data Scientist @ Haptik [18m] | AI Specialist @ TCS [15m] | Senior Software Engineer (ML) @ Verloop.io [38m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","LLMs(advanced,41m); Weaviate(advanced,54m); Vector Search(intermediate,30m); Embeddings(advanced,21m); Semantic Search(intermediate,15m)",Data Scientist at Haptik with 6.0 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 30-day notice.
